timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686230419449,137,Technology-0,301,Moved Permanently,Thread Group 1-5,text,true,,399,138,10,10,http://www.bjitgroup.com/software-technology,137,0,0
1686230419586,2165,Technology-1,200,OK,Thread Group 1-5,text,true,,92385,115,10,10,https://bjitgroup.com,726,0,0
1686230421048,762,Technology,200,OK,Thread Group 1-8,text,true,,92784,253,10,10,https://bjitgroup.com,142,0,0
1686230421048,142,Technology-0,301,Moved Permanently,Thread Group 1-8,text,true,,399,138,10,10,http://www.bjitgroup.com/software-technology,142,0,0
1686230421190,620,Technology-1,200,OK,Thread Group 1-8,text,true,,92385,115,10,10,https://bjitgroup.com,135,0,0
1686230421251,786,FAQ`s,200,OK,Thread Group 1-3,text,true,,92784,268,10,10,https://bjitgroup.com,120,0,0
1686230421251,120,FAQ`s-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,153,10,10,http://www.bjitgroup.com/faq-of-offshore-development-center,120,0,0
1686230421371,666,FAQ`s-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,159,0,0
1686230421127,984,Technology,200,OK,Thread Group 1-1,text,true,,92784,253,10,10,https://bjitgroup.com,125,0,0
1686230421127,125,Technology-0,301,Moved Permanently,Thread Group 1-1,text,true,,399,138,10,10,http://www.bjitgroup.com/software-technology,125,0,0
1686230421252,859,Technology-1,200,OK,Thread Group 1-1,text,true,,92385,115,10,10,https://bjitgroup.com,147,0,0
1686230420846,1625,Capabilities,200,OK,Thread Group 1-4,text,true,,92784,251,10,10,https://bjitgroup.com,172,0,0
1686230420846,172,Capabilities-0,301,Moved Permanently,Thread Group 1-4,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,172,0,0
1686230421018,1453,Capabilities-1,200,OK,Thread Group 1-4,text,true,,92385,115,10,10,https://bjitgroup.com,280,0,0
1686230421251,1463,Works,200,OK,Thread Group 1-6,text,true,,92784,267,10,10,https://bjitgroup.com,153,0,0
1686230421251,153,Works-0,301,Moved Permanently,Thread Group 1-6,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,153,0,0
1686230421404,1310,Works-1,200,OK,Thread Group 1-6,text,true,,92385,115,10,10,https://bjitgroup.com,324,0,0
1686230422037,824,Contact,200,OK,Thread Group 1-3,text,true,,92784,268,10,10,https://bjitgroup.com,145,0,0
1686230422037,145,Contact-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,153,10,10,http://www.bjitgroup.com/top-software-company-in-bangladesh,145,0,0
1686230422182,679,Contact-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,165,0,0
1686230421561,1337,Contact,200,OK,Thread Group 1-10,text,true,,92784,268,10,10,https://bjitgroup.com,165,0,0
1686230421561,165,Contact-0,301,Moved Permanently,Thread Group 1-10,text,true,,399,153,10,10,http://www.bjitgroup.com/top-software-company-in-bangladesh,165,0,0
1686230421726,1172,Contact-1,200,OK,Thread Group 1-10,text,true,,92385,115,10,10,https://bjitgroup.com,465,0,0
1686230421810,1113,Capabilities,200,OK,Thread Group 1-8,text,true,,92784,251,10,10,https://bjitgroup.com,152,0,0
1686230421810,152,Capabilities-0,301,Moved Permanently,Thread Group 1-8,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,152,0,0
1686230421962,961,Capabilities-1,200,OK,Thread Group 1-8,text,true,,92385,115,10,10,https://bjitgroup.com,340,0,0
1686230421249,1684,About Us,200,OK,Thread Group 1-2,text,true,,92784,242,10,10,https://bjitgroup.com,154,0,0
